title,address,floor,madori,fee /yen,management_fee /yen,deposit /yen,gratuity /yen,menseki /m2
ＪＲ中央線 御茶ノ水駅 11階建 築47年,東京都千代田区神田駿河台２,2階,ワンルーム,70000,3000,70000,70000,14.96
ＪＲ中央線 御茶ノ水駅 11階建 築47年,東京都千代田区神田駿河台２,3階,ワンルーム,73000,5000,73000,0,14.58
若木第2ビル,東京都千代田区神田神保町２,3階,ワンルーム,105000,3000,105000,105000,34.65
コトー駿河台,東京都千代田区神田駿河台１,8階,1K,70000,5000,0,0,15.1
コトー駿河台,東京都千代田区神田駿河台１,6階,ワンルーム,90000,0,90000,90000,22.05
コトー駿河台,東京都千代田区神田駿河台１,3階,ワンルーム,110000,11000,220000,110000,23.84
東京ロイヤルプラザ,東京都千代田区内神田１,8階,ワンルーム,78000,2000,0,78000,17.05
東京メトロ半蔵門線 半蔵門駅 7階建 築38年,東京都千代田区三番町,7階,ワンルーム,110000,8000,110000,110000,23.49
東京メトロ東西線 九段下駅 9階建 築44年,東京都千代田区九段北１,2階,ワンルーム,65000,5000,65000,65000,23.23
東京メトロ東西線 九段下駅 9階建 築44年,東京都千代田区九段北１,3階,ワンルーム,85000,5000,85000,85000,23.23
SHフラット,東京都千代田区神田和泉町,6階,3LDK,266000,11000,266000,266000,75.04
ＪＲ中央線 御茶ノ水駅 地下3地上41階建 築11年,東京都千代田区神田淡路町２,23階,3LDK,460000,20000,460000,460000,73.89
東京メトロ有楽町線 麹町駅 11階建 築52年,東京都千代田区二番町,9階,ワンルーム,75000,5000,75000,75000,18.27
ＪＲ山手線 秋葉原駅 9階建 築27年,東京都千代田区神田佐久間町４,4階,1K,82000,10000,82000,82000,27.16
ＪＲ山手線 秋葉原駅 9階建 築27年,東京都千代田区神田佐久間町４,4階,1K,85000,10000,85000,0,27.16
ＪＲ山手線 秋葉原駅 9階建 築27年,東京都千代田区神田佐久間町４,4階,1K,85000,12000,85000,0,27.16
ＪＲ山手線 秋葉原駅 9階建 築27年,東京都千代田区神田佐久間町４,3階,1K,85000,12000,85000,0,27.16
ファインコート秋葉原,東京都千代田区神田佐久間町４,6階,1K,85000,12000,85000,0,27.16
ヒルトップ半蔵門,東京都千代田区一番町,4階,2LDK,279000,26000,279000,139500,65.16
ヒルトップ半蔵門,東京都千代田区一番町,5階,3LDK,320000,26000,320000,0,75.01
ヒルトップ半蔵門,東京都千代田区一番町,5階,3LDK,330000,26000,330000,330000,75.01
東京メトロ半蔵門線 半蔵門駅 地下1地上14階建 築2年,東京都千代田区一番町,7階,3LDK,480000,20000,480000,480000,72.41
ＪＲ中央線 四ツ谷駅 8階建 築23年,東京都千代田区六番町,8階,3LDK,643000,0,643000,643000,106.27
東京メトロ有楽町線 市ケ谷駅 7階建 築25年,東京都千代田区九段南３,6階,1K,93000,7000,93000,93000,21.57
グランドヒルズ一番町,東京都千代田区一番町,5階,3LDK,680000,0,1360000,680000,116.99
ダイアパレス東神田,東京都千代田区東神田２,6階,ワンルーム,75000,5000,75000,75000,18.98
ダイアパレス東神田,東京都千代田区東神田２,4階,ワンルーム,94000,9000,0,47000,26.94
東京メトロ銀座線 神田駅 12階建 築4年,東京都千代田区東神田２,8階,1K,116000,10000,0,0,25.65
東京メトロ銀座線 神田駅 12階建 築4年,東京都千代田区東神田２,11階,1LDK,170000,15000,0,0,41.28
二番町テラス,東京都千代田区二番町,11階,3LDK,930000,0,1860000,0,143.61
東京メトロ半蔵門線 半蔵門駅 地下2地上14階建 築9年,東京都千代田区三番町,2階,3LDK,860000,0,1720000,860000,108.53
東京メトロ半蔵門線 半蔵門駅 地下2地上14階建 築9年,東京都千代田区三番町,2階,3SLDK,890000,0,1780000,890000,120.65
Dimus大手町North　【ディームス大手町ノース】,東京都千代田区神田多町２,3階,2SLDK,284000,15000,284000,0,50.0
東京メトロ半蔵門線 神保町駅 14階建 新築,東京都千代田区神田神保町２,4階,3LDK,400000,30000,400000,400000,70.84
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,6階,2K,238000,0,238000,238000,45.04
ＪＲ中央線 御茶ノ水駅 地下1地上14階建 新築,東京都千代田区西神田２,6階,2LDK,320000,0,320000,320000,65.08
東京メトロ半蔵門線 神保町駅 5階建 築6年,東京都千代田区神田神保町１,2階,1K,107000,7000,107000,107000,23.15
ブランズ六番町,東京都千代田区六番町,6階,3LDK,900000,0,1800000,1800000,114.28
パークアクシス三番町,東京都千代田区三番町,9階,3LDK,631000,20000,631000,0,93.23
ＪＲ中央線 飯田橋駅 地下2地上40階建 築10年,東京都千代田区富士見２,29階,2SLDK,598000,0,1196000,598000,74.77
ラヴィラント御茶ノ水,東京都千代田区神田猿楽町１,6階,1SLDK,175000,15000,175000,262500,40.18
東京メトロ半蔵門線 半蔵門駅 地下2地上14階建 築9年,東京都千代田区三番町,2階,3LDK,890000,0,1780000,890000,120.65
パークコート千代田一番町,東京都千代田区一番町,2階,2LDK,310000,20000,620000,310000,51.11
パークコート千代田一番町,東京都千代田区一番町,14階,2LDK,460000,20000,460000,460000,60.1
パークコート千代田一番町,東京都千代田区一番町,7階,2SLDK,480000,20000,480000,480000,72.41
パークコート千代田一番町,東京都千代田区一番町,13階,2LDK,530000,30000,530000,530000,73.22
東京メトロ日比谷線 秋葉原駅 11階建 築3年,東京都千代田区神田佐久間町３,3階,2LDK,310000,20000,310000,310000,70.55
都営新宿線 岩本町駅 14階建 新築,東京都千代田区岩本町２,10階,2LDK,295000,15000,295000,295000,59.54
ガレリアドゥエル神田岩本町,東京都千代田区岩本町２,11階,1SLDK,400000,0,400000,400000,59.54
ＮＢ秋葉原,東京都千代田区東神田２,2階,2LDK,192000,8000,192000,192000,46.1
ＮＢ秋葉原,東京都千代田区東神田２,10階,2LDK,204000,8000,204000,204000,46.1
グラックス市ヶ谷一口坂,東京都千代田区九段北４,5階,2SLDK,330000,0,330000,330000,70.79
グラックス市ヶ谷一口坂,東京都千代田区九段北４,5-6階,2LDK,330000,0,330000,330000,70.79
ガーラ・ヴィスタ水道橋,東京都千代田区神田猿楽町２,13階,2LDK,240000,0,480000,240000,50.13
東京メトロ千代田線 新御茶ノ水駅 地下2地上19階建 築15年,東京都千代田区神田須田町１,6階,2LDK,386000,0,772000,0,63.8
四番町テラス,東京都千代田区四番町,2階,3SLDK,550000,0,1100000,550000,108.85
麹町三番町マンション,東京都千代田区三番町,4階,3LDK,380000,0,380000,380000,105.6
ＪＲ山手線 秋葉原駅 3階建 築48年,東京都千代田区神田和泉町,3階,3DK,150000,0,150000,150000,53.64
二番町パークフォレスト,東京都千代田区二番町,12階,2LDK,650000,0,1300000,1300000,133.84
プラネスーペリア四番町,東京都千代田区四番町,8階,2LDK,400000,20000,400000,400000,67.0
パルシオ五番町,東京都千代田区五番町,4階,2LDK,348000,20000,696000,348000,66.67
アトラス千代田御茶ノ水,東京都千代田区神田猿楽町１,10階,2LDK,335000,0,670000,670000,57.45
ＪＲ山手線 神田駅 12階建 築4年,東京都千代田区神田多町２,11階,1SLDK,197000,12000,197000,0,37.91
パークコート三番町,東京都千代田区三番町,6階,2LDK,750000,0,1500000,750000,113.71
東京メトロ半蔵門線 半蔵門駅 7階建 築24年,東京都千代田区一番町,2階,2LDK,525000,25000,525000,525000,75.27
アルファグランデ千桜タワー,東京都千代田区神田東松下町,23階,2LDK,318000,30000,318000,318000,57.31
ウエリス千代田東神田,東京都千代田区東神田２,6階,1LDK,185000,15000,185000,185000,42.47
オーキッドレジデンス千代田岩本町,東京都千代田区岩本町１,8階,1LDK,168000,10000,168000,0,40.21
ルグラン三番町,東京都千代田区三番町,2階,2LDK,480000,0,960000,480000,98.0
ルジェンテ千代田神保町,東京都千代田区神田神保町１,2階,1LDK,150000,10000,150000,150000,30.63
ルジェンテ千代田神保町,東京都千代田区神田神保町１,7階,1LDK,185000,10000,185000,185000,39.74
ライオンズ千代田三崎町,東京都千代田区神田三崎町３,12階,1LDK,168000,0,168000,168000,37.03
ＣＯＮＯＥ＜秋葉原岩本町＞,東京都千代田区岩本町３,3階,1LDK,180000,10000,360000,180000,47.29
チェスターハウス猿楽町,東京都千代田区神田猿楽町１,2階,1LDK,160000,4000,320000,0,39.99
アイディーコート飯田橋,東京都千代田区飯田橋２,5階,1LDK,225000,18000,225000,225000,46.2
東京メトロ銀座線 神田駅 10階建 築11年,東京都千代田区神田淡路町２,10階,1LDK,180000,8000,180000,180000,40.13
藤和妻恋坂コープ,東京都千代田区外神田６,8階,2LDK,183000,0,0,183000,69.6
東京メトロ日比谷線 秋葉原駅 地下1地上5階建 築5年,東京都千代田区神田和泉町,4-5階,1LDK,170000,5000,170000,170000,44.76
ＪＲ山手線 秋葉原駅 12階建 築5年,東京都千代田区東神田２,6階,1SLDK,170000,5000,170000,170000,40.62
ＪＲ中央線 四ツ谷駅 地下1地上14階建 築5年,東京都千代田区麹町６,3階,1LDK,185000,25000,185000,185000,36.4
グランリビオ千代田平河町,東京都千代田区平河町１,9階,1LDK,180000,10000,180000,180000,32.6
東京メトロ東西線 九段下駅 12階建 築10年,東京都千代田区九段南２,4階,1LDK,200000,6000,200000,200000,45.96
ＪＲ総武線 浅草橋駅 4階建 築36年,東京都千代田区東神田３,3階,2DK,125000,0,125000,125000,38.04
東京メトロ銀座線 神田駅 10階建 築21年,東京都千代田区神田須田町２,9階,1LDK,220000,10000,220000,220000,64.16
アンビックス神田,東京都千代田区神田鍛冶町３,3階,1LDK,188000,13000,188000,188000,40.41
富士第一ビル,東京都千代田区神田須田町１,8階,2LDK,257500,20000,257500,0,73.39
ホーマッドアドミラル,東京都千代田区二番町,2階,2SLDK,560000,20000,1120000,560000,115.27
J-FIRST CHIYODA　【ジェイファーストチヨダ】,東京都千代田区外神田２,2階,1SLDK,165000,12000,0,165000,42.13
ニューアガタビル,東京都千代田区東神田１,4階,ワンルーム,81000,1000,81000,81000,19.72
ニューアガタビル,東京都千代田区東神田１,5階,ワンルーム,81000,1000,81000,81000,19.72
シティハウス千代田外神田,東京都千代田区外神田６,10階,1LDK,190000,20000,190000,190000,38.25
フジビュータワー飯田橋,東京都千代田区富士見１,10階,2LDK,820000,0,2460000,0,217.1
ＪＲ山手線 神田駅 9階建 築6年,東京都千代田区神田富山町,8階,1DK,163000,10000,163000,0,32.57
ＪＲ山手線 神田駅 9階建 築6年,東京都千代田区神田富山町,8階,1DK,169000,10000,169000,169000,32.57
東京メトロ東西線 飯田橋駅 12階建 築25年,東京都千代田区飯田橋３,9階,1SLDK,215000,0,215000,215000,50.8
東京メトロ東西線 九段下駅 3階建 築13年,東京都千代田区神田神保町３,3階,1K,94000,18000,0,94000,22.24
東京メトロ丸ノ内線 大手町駅 地下1地上13階建 築5年,東京都千代田区内神田１,13階,1LDK,310000,20000,310000,310000,53.27
パークリュクス御茶ノ水,東京都千代田区神田猿楽町２,5階,1K,120000,10000,120000,120000,27.69
パークリュクス御茶ノ水,東京都千代田区神田猿楽町２,6階,1LDK,181000,0,362000,181000,40.35
コンフォルト東京,東京都千代田区東神田１,2階,1DK,97000,0,97000,97000,26.61
東京メトロ半蔵門線 半蔵門駅 19階建 築16年,東京都千代田区一番町,3階,1LDK,240000,10000,240000,0,54.98
ＯＬＩＯ神田,東京都千代田区神田須田町２,7階,1K,92000,6000,0,92000,23.01
新御茶ノ水アーバントリニティ,東京都千代田区神田駿河台３,9階,1SLDK,198000,12000,198000,0,45.64
ビィ・フォルマ東日本橋,東京都千代田区東神田１,8階,1DK,125000,10500,125000,125000,30.04
岡崎ビル,東京都千代田区内神田３,5階,2DK,100000,10000,100000,100000,27.4
カームステージ内神田,東京都千代田区内神田２,5階,1K,126000,8000,126000,126000,30.18
ＪＲ山手線 神田駅 10階建 築3年,東京都千代田区内神田２,5階,1K,126000,8000,126000,126000,30.17
常秀館,東京都千代田区九段南３,2階,1LDK,190000,7000,190000,190000,39.78
常秀館,東京都千代田区九段南３,4階,1LDK,194000,7000,194000,194000,39.78
常秀館,東京都千代田区九段南３,5階,1LDK,196000,7000,196000,196000,39.78
フォレシティ神田多町,東京都千代田区神田多町２,8階,1K,98500,10000,98500,98500,23.75
フォレシティ神田多町,東京都千代田区神田多町２,10階,1K,99500,10000,99500,99500,23.75
フォレシティ神田多町,東京都千代田区神田多町２,12階,1K,115000,15000,115000,115000,27.84
ジオ一番町,東京都千代田区一番町,6階,1LDK,282000,12000,282000,282000,45.57
パークウェル秋葉原,東京都千代田区岩本町３,12階,ワンルーム,109000,0,109000,109000,31.01
OriSimple秋葉原ビル,東京都千代田区神田和泉町,4-5階,1DK,170000,5000,170000,170000,44.76
OriSimple秋葉原ビル,東京都千代田区神田和泉町,B1-1階,1DK,195000,15000,195000,195000,44.76
SYFORME JIMBOCHO,東京都千代田区神田神保町１,10階,ワンルーム,112000,8000,0,112000,25.68
SYFORME JIMBOCHO,東京都千代田区神田神保町１,5階,1K,117000,8000,0,117000,25.81
東京メトロ半蔵門線 神保町駅 地下1地上5階建 築2年,東京都千代田区神田猿楽町２,B1-1階,1LDK,225000,12000,0,0,44.67
東京メトロ半蔵門線 神保町駅 地下1地上5階建 築2年,東京都千代田区神田猿楽町２,1階,1LDK,225000,12000,0,0,44.67
東京メトロ半蔵門線 半蔵門駅 8階建 築43年,東京都千代田区麹町１,6階,2LDK,550000,0,550000,550000,118.52
ヒルクレスト御茶ノ水,東京都千代田区神田駿河台２,9階,1LDK,205000,0,205000,205000,50.09
Royal Pine Residence,東京都千代田区神田駿河台４,16階,1LDK,390000,0,780000,390000,87.58
こもれび東神田,東京都千代田区東神田１,5階,1K,98100,9200,294300,0,25.41
こもれび東神田,東京都千代田区東神田１,3階,1K,98100,9200,294300,0,25.41
東京メトロ南北線 永田町駅 4階建 築42年,東京都千代田区平河町２,3階,1LDK,123500,9500,0,0,36.68
メインステージ神田岩本町II,東京都千代田区岩本町１,8階,1K,80000,18000,0,80000,22.85
メインステージ神田岩本町II,東京都千代田区岩本町１,7階,1K,102000,10500,0,102000,22.49
カスタリア神保町,東京都千代田区神田神保町２,5階,1K,117000,8000,117000,117000,26.68
B-WALL神保町,東京都千代田区神田神保町１,8階,1K,113500,10500,0,113500,22.79
B-WALL神保町,東京都千代田区神田神保町１,8階,ワンルーム,113500,11000,0,113500,22.79
B-WALL神保町,東京都千代田区神田神保町１,9階,1K,116500,10500,0,116500,23.36
B-WALL神保町,東京都千代田区神田神保町１,9階,1K,116500,11000,0,116500,23.36
都営三田線 神保町駅 地下1地上9階建 築20年,東京都千代田区神田神保町１,8階,ワンルーム,113500,10500,0,113500,23.36
都営三田線 神保町駅 地下1地上9階建 築20年,東京都千代田区神田神保町１,8階,1K,113500,11000,0,113500,22.79
都営三田線 神保町駅 地下1地上9階建 築20年,東京都千代田区神田神保町１,9階,ワンルーム,116500,10500,0,116500,23.36
ベルジューレ神保町,東京都千代田区神田神保町１,10階,1K,118000,10000,118000,118000,25.28
アデニウム東神田,東京都千代田区東神田１,14階,1DK,145000,10000,0,0,34.16
アーバイル神田EAST,東京都千代田区神田須田町２,8階,1K,95000,4000,95000,95000,25.52
アーバイル神田EAST,東京都千代田区神田須田町２,3階,1K,110000,10500,0,110000,23.02
アーバイル神田EAST,東京都千代田区神田須田町２,3階,1K,110000,11000,0,110000,23.02
東京メトロ半蔵門線 神保町駅 9階建 築22年,東京都千代田区神田錦町３,8階,2LDK,320000,14900,320000,320000,89.39
東京メトロ東西線 飯田橋駅 12階建 築20年,東京都千代田区飯田橋２,8階,1K,98000,10000,98000,98000,27.65
東京メトロ東西線 飯田橋駅 12階建 築20年,東京都千代田区飯田橋２,2階,1K,100000,11000,0,100000,23.0
ＪＲ中央線 水道橋駅 11階建 築8年,東京都千代田区神田三崎町３,2階,1K,137000,10500,0,137000,25.06
ＪＲ中央線 水道橋駅 11階建 築8年,東京都千代田区神田三崎町３,3階,1K,145500,10500,0,145500,25.03
東京メトロ東西線 飯田橋駅 地下1地上8階建 築39年,東京都千代田区富士見１,4階,2K,110000,5000,220000,110000,35.83
東京メトロ東西線 九段下駅 地下1地上13階建 築46年,東京都千代田区九段北１,5階,2K,130000,0,260000,130000,41.08
東京メトロ丸ノ内線 淡路町駅 地下1地上13階建 築20年,東京都千代田区神田多町２,2階,1K,97000,5000,97000,97000,24.19
東京メトロ日比谷線 秋葉原駅 12階建 築21年,東京都千代田区神田佐久間町３,9階,1K,115000,7000,0,0,22.65
東京メトロ有楽町線 飯田橋駅 10階建 築21年,東京都千代田区富士見２,8階,1K,123000,6000,123000,123000,28.37
東京メトロ有楽町線 麹町駅 9階建 築48年,東京都千代田区平河町２,3階,1LDK,130000,10000,260000,130000,32.0
ＣＫ３２１５－ＮＯＲＴＨ,東京都千代田区神田佐久間町３,2階,ワンルーム,73000,5000,0,0,10.78
都営新宿線 岩本町駅 地下1地上15階建 築20年,東京都千代田区岩本町２,4階,1K,82000,10000,82000,82000,22.71
ＪＲ中央線 市ケ谷駅 10階建 築7年,東京都千代田区五番町,5階,1DK,144000,10000,144000,144000,32.94
THE AXIS KOJIMACHI 　ジアクシス麹町,東京都千代田区平河町２,5階,1K,148000,12000,148000,148000,28.5
パレステュディオ三番町,東京都千代田区三番町,8階,1LDK,190000,0,190000,190000,56.5
ＪＲ山手線 秋葉原駅 10階建 築21年,東京都千代田区神田須田町１,6階,1K,82000,8000,82000,82000,22.99
都営新宿線 馬喰横山駅 10階建 築22年,東京都千代田区岩本町１,9階,1K,90000,5000,90000,90000,23.06
ＴＨＥ千代田麹町ＴＯＷＥＲ,東京都千代田区麹町３,8階,1LDK,300000,3800,300000,300000,41.08
フェルクルール秋葉原,東京都千代田区外神田６,3階,ワンルーム,123000,10500,0,123000,25.68
フェルクルール秋葉原,東京都千代田区外神田６,3階,ワンルーム,123000,11000,0,123000,25.68
フェルクルール秋葉原,東京都千代田区外神田６,3階,ワンルーム,123000,15000,0,0,25.68
東京メトロ丸ノ内線 淡路町駅 地下1地上6階建 築37年,東京都千代田区神田司町２,5階,1LDK,120000,15000,120000,0,39.22
東京メトロ半蔵門線 半蔵門駅 12階建 築11年,東京都千代田区一番町,6階,1K,110000,10000,0,110000,25.27
新内こもれび千代田,東京都千代田区西神田２,4階,1K,112000,10000,112000,112000,29.73
東京メトロ半蔵門線 神保町駅 9階建 築19年,東京都千代田区西神田２,3階,ワンルーム,110000,10000,110000,110000,31.85
東京メトロ半蔵門線 神保町駅 9階建 築19年,東京都千代田区西神田２,4階,ワンルーム,110000,10000,110000,110000,31.05
東京メトロ半蔵門線 神保町駅 9階建 築19年,東京都千代田区西神田２,3階,1K,110000,10000,110000,110000,29.73
ＪＲ山手線 神田駅 15階建 築17年,東京都千代田区神田美倉町,3階,1K,91000,6000,91000,0,22.58
ＪＲ山手線 神田駅 15階建 築17年,東京都千代田区神田美倉町,4階,1K,103000,6000,103000,0,26.36
ＪＲ山手線 神田駅 15階建 築17年,東京都千代田区神田美倉町,13階,1K,104000,6000,104000,0,25.86
ＪＲ山手線 神田駅 15階建 築17年,東京都千代田区神田美倉町,12階,1K,108000,6000,108000,0,26.36
東京メトロ日比谷線 小伝馬町駅 11階建 築3年,東京都千代田区岩本町１,9階,1K,143000,10000,0,0,30.01
ＪＲ中央線 水道橋駅 8階建 築15年,東京都千代田区神田三崎町２,3階,ワンルーム,122000,10000,0,122000,34.94
リヴシティ秋葉原,東京都千代田区岩本町３,5階,1K,107000,10000,0,0,24.8
リヴシティ秋葉原,東京都千代田区岩本町３,12階,1K,110000,10000,0,0,24.8
リヴシティ秋葉原,東京都千代田区岩本町３,9階,1K,115000,10000,0,0,24.8
ＪＲ総武線 浅草橋駅 12階建 築19年,東京都千代田区東神田３,9階,1K,93000,5000,93000,93000,22.4
ＪＲ山手線 秋葉原駅 11階建 築20年,東京都千代田区岩本町３,2階,1K,92000,0,92000,92000,23.0
東京メトロ丸ノ内線 御茶ノ水駅 9階建 築49年,東京都千代田区神田駿河台１,3階,2DK,110000,11000,220000,110000,23.84
ＪＲ中央線 神田駅 12階建 築7年,東京都千代田区神田司町２,11階,1DK,146000,10000,146000,0,33.09
ＪＲ山手線 秋葉原駅 11階建 築10年,東京都千代田区東神田３,2階,1LDK,145000,10000,145000,145000,40.16
Ｋ－ｓｕｉｔｅ外神田,東京都千代田区外神田６,2階,ワンルーム,117000,7000,0,0,20.64
ＪＲ総武線 浅草橋駅 12階建 築19年,東京都千代田区東神田３,12階,1K,81000,10000,0,0,22.44
ＣＫ１２６,東京都千代田区神田神保町１,4階,ワンルーム,72000,3000,0,0,9.21
ＪＲ総武線快速 馬喰町駅 地下1地上12階建 築19年,東京都千代田区東神田１,11階,1K,107000,9000,0,53500,22.7
ＪＲ山手線 秋葉原駅 地下1地上5階建 新築,東京都千代田区外神田３,3階,ワンルーム,116000,0,116000,0,21.04
ＪＲ山手線 秋葉原駅 地下1地上5階建 新築,東京都千代田区外神田３,5階,ワンルーム,120000,0,120000,0,23.33
ＪＲ山手線 秋葉原駅 地下1地上5階建 新築,東京都千代田区外神田３,5階,ワンルーム,120000,10000,120000,0,23.33
ＪＲ山手線 秋葉原駅 地下1地上5階建 新築,東京都千代田区外神田３,4階,1LDK,185000,10000,185000,0,40.37
東京メトロ銀座線 末広町駅 地下1地上5階建 新築,東京都千代田区外神田３,B1階,ワンルーム,113000,0,113000,0,18.55
メイクスデザイン秋葉原,東京都千代田区神田須田町２,3階,ワンルーム,97000,10500,0,97000,22.07
メイクスデザイン秋葉原,東京都千代田区神田須田町２,3階,ワンルーム,97000,11000,0,97000,22.07
ガラシティ神田淡路町,東京都千代田区神田司町２,9階,1K,89000,10000,89000,0,22.5
四番町セントラルシティハウス,東京都千代田区四番町,5階,1K,126000,6000,0,126000,30.03
四番町セントラルシティハウス,東京都千代田区四番町,7階,1LDK,235000,0,235000,235000,46.61
メインステージ秋葉原駅前,東京都千代田区外神田１,10階,1K,87000,15000,87000,0,22.63
ＪＲ山手線 神田駅 13階建 築19年,東京都千代田区神田東紺屋町,5階,1K,78000,12000,0,78000,22.0
アイフェリーク神田,東京都千代田区神田東紺屋町,5階,1K,78000,12000,0,78000,22.09
ローズマンションミヤハラ,東京都千代田区外神田６,3階,1K,97000,6000,97000,0,25.65
ローズマンションミヤハラ,東京都千代田区外神田６,9階,1K,110000,6000,110000,0,27.39
アビデ市ヶ谷五番町,東京都千代田区五番町,5階,ワンルーム,125000,0,125000,125000,24.97
ＪＲ山手線 神田駅 15階建 築21年,東京都千代田区岩本町１,3階,1K,127000,10000,127000,127000,30.13
都営新宿線 九段下駅 11階建 築23年,東京都千代田区西神田３,4階,ワンルーム,89000,7000,89000,0,22.21
ｔａｌｉｅｓｉｎ　ＣＹ,東京都千代田区飯田橋１,7階,ワンルーム,150000,10000,150000,150000,30.3
ｔａｌｉｅｓｉｎ　ＣＹ,東京都千代田区飯田橋１,2階,ワンルーム,164000,10000,164000,164000,30.3
ｔａｌｉｅｓｉｎ　ＣＹ,東京都千代田区飯田橋１,2階,ワンルーム,174000,10000,174000,174000,30.34
東京メトロ東西線 九段下駅 14階建 築18年,東京都千代田区九段北１,5階,1K,109000,10000,109000,109000,25.02
ドルチェ秋葉原EAST,東京都千代田区東神田３,5階,1K,84000,7000,0,84000,24.79
グレース東神田,東京都千代田区東神田２,10階,1K,99000,6000,99000,99000,28.05
グレース東神田,東京都千代田区東神田２,8階,1K,103000,10500,0,103000,28.05
グレース東神田,東京都千代田区東神田２,7階,1K,103000,11000,0,103000,28.05
ＪＲ山手線 秋葉原駅 13階建 築3年,東京都千代田区東神田１,8階,2DK,225000,10000,0,0,47.57
ア－バン　シュプリ－ム　秋葉原,東京都千代田区神田和泉町,3階,1K,90000,3000,90000,90000,20.38
VIDA＃017,東京都千代田区東神田２,6階,1K,85000,10000,0,0,24.87
VIDA＃017,東京都千代田区東神田２,7階,1K,90000,6000,90000,90000,24.87
ゴールドシティ水道橋,東京都千代田区神田三崎町３,1階,ワンルーム,75900,9900,151800,75900,19.39
東京メトロ有楽町線 麹町駅 10階建 築21年,東京都千代田区麹町２,5階,ワンルーム,115000,10000,115000,115000,27.89
タワーコート秋葉原,東京都千代田区岩本町３,2階,ワンルーム,92000,0,92000,92000,23.0
ライオンズマンション飯田橋駅前,東京都千代田区飯田橋３,6階,1DK,118000,10000,118000,0,32.31
ilusa,東京都千代田区神田小川町３,2階,ワンルーム,215000,15000,430000,0,48.77
ilusa,東京都千代田区神田小川町３,3階,ワンルーム,218000,15000,436000,0,49.55
ガラ・ステージ神田,東京都千代田区神田須田町１,8階,1K,90000,10000,90000,180000,23.21
ＣＫ３３２,東京都千代田区九段南３,4階,1K,90000,3000,0,0,12.72
ＪＲ山手線 神田駅 11階建 築20年,東京都千代田区内神田３,3階,1K,95000,5000,95000,0,23.98
ＪＲ総武線 市ケ谷駅 7階建 築24年,東京都千代田区九段南３,4階,1K,88000,6000,0,0,22.41
トーアホワイトハイツ,東京都千代田区飯田橋２,3階,2DK,160000,0,320000,320000,42.9
ダイアパレス水道橋,東京都千代田区神田三崎町３,7階,1K,79000,6000,79000,79000,22.95
ＬＯＭＢＡＲＤ－ＣＯＵＲＴ神田,東京都千代田区岩本町３,5階,ワンルーム,126000,8000,126000,126000,32.77
ＬＯＭＢＡＲＤ－ＣＯＵＲＴ神田,東京都千代田区岩本町３,6階,ワンルーム,127000,8000,127000,127000,32.77
エクセリア九段,東京都千代田区西神田３,6階,ワンルーム,91000,7000,91000,0,22.21
トーシンフェニックス神田岩本町弐番館,東京都千代田区岩本町２,11階,1K,89000,10000,0,89000,22.3
トーシンフェニックス神田岩本町弐番館,東京都千代田区岩本町２,6階,1K,89000,10500,0,89000,22.92
トーシンフェニックス神田岩本町弐番館,東京都千代田区岩本町２,6階,1K,89000,11000,0,89000,22.92
クレール平河町,東京都千代田区平河町２,4階,1LDK,360000,32800,360000,360000,80.35
都営新宿線 小川町駅 地下1地上6階建 築34年,東京都千代田区神田美土代町,4階,1LDK,330000,0,660000,660000,80.74
東京メトロ有楽町線 市ケ谷駅 7階建 築20年,東京都千代田区四番町,7階,1LDK,235000,6000,235000,235000,46.61
都営新宿線 岩本町駅 13階建 築20年,東京都千代田区神田須田町２,6階,1K,95000,9000,0,0,22.99
マートルコート麹町,東京都千代田区九段南３,13階,1K,99000,8000,99000,99000,27.3
マートルコート麹町,東京都千代田区九段南３,11階,1K,125000,10000,125000,125000,37.66
マートルコート麹町,東京都千代田区九段南３,7階,ワンルーム,150000,10000,300000,150000,37.66
ＪＲ総武線 御茶ノ水駅 4階建 築4年,東京都千代田区外神田２,3階,1K,106000,5000,561800,1123600,23.15
菱和パレス九段,東京都千代田区九段北４,2階,ワンルーム,94000,10500,0,94000,22.0
菱和パレス九段,東京都千代田区九段北４,2階,ワンルーム,94000,11000,0,94000,22.0
御茶ノ水ロイヤルハイツ犬塚ビル,東京都千代田区神田猿楽町２,5階,2LDK,220000,0,440000,220000,67.87
ＪＲ山手線 秋葉原駅 12階建 築17年,東京都千代田区東神田２,7階,1K,111000,15000,111000,111000,30.29
パークサイド九段,東京都千代田区神田神保町２,4階,1K,89000,5000,89000,89000,22.32
千代田タワーアネックス,東京都千代田区岩本町３,9階,ワンルーム,95000,10500,0,95000,22.9
千代田タワーアネックス,東京都千代田区岩本町３,10階,ワンルーム,95000,11000,0,95000,22.9
Ｋ’ｓ麹町,東京都千代田区麹町１,7階,ワンルーム,145000,10000,145000,145000,32.71
マンションエイキ,東京都千代田区九段南２,3階,2DK,95000,0,95000,95000,34.5
都営三田線 神保町駅 10階建 築8年,東京都千代田区神田猿楽町１,4階,ワンルーム,84000,6000,84000,0,18.78
イルサ【ilusa】,東京都千代田区神田小川町３,2階,ワンルーム,215000,15000,430000,0,49.55
