title,address,floor,madori,fee /yen,management_fee /yen,deposit /yen,gratuity /yen,menseki /m2
レ　クロシェット,東京都千代田区飯田橋２,6階,1LDK,222000,8800,0,222000,49.81
レ　クロシェット,東京都千代田区飯田橋２,7階,1LDK,223000,8800,0,223000,49.81
小田急駿河台マンション,東京都千代田区神田猿楽町１,1階,2DK,181500,16500,495000,0,49.8
ＪＲ山手線 秋葉原駅 12階建 築20年,東京都千代田区外神田５,3階,1K,91000,10000,0,0,22.04
ＪＲ山手線 秋葉原駅 12階建 築20年,東京都千代田区外神田５,10階,1K,105000,10500,0,105000,22.04
ＪＲ山手線 秋葉原駅 12階建 築20年,東京都千代田区外神田５,10階,1K,105000,11000,0,105000,22.04
コンフォリア九段,東京都千代田区九段南２,13階,1LDK,227000,10000,227000,227000,45.16
ＪＲ山手線 神田駅 13階建 築20年,東京都千代田区神田多町２,13階,1LDK,140000,20000,140000,140000,35.76
東京メトロ銀座線 神田駅 9階建 築5年,東京都千代田区神田須田町１,7階,1LDK,173000,15000,0,0,41.39
ザ・パークハビオSOHO大手町,東京都千代田区内神田１,3階,ワンルーム,137000,20000,137000,0,25.25
ザ・パークハビオSOHO大手町,東京都千代田区内神田１,4階,ワンルーム,143000,20000,143000,0,25.31
ザ・パークハビオSOHO大手町,東京都千代田区内神田１,9階,ワンルーム,149000,20000,149000,0,25.25
ザ・パークハビオSOHO大手町,東京都千代田区内神田１,7階,ワンルーム,191000,20000,191000,0,34.79
ザ・パークハビオSOHO大手町,東京都千代田区内神田１,12階,ワンルーム,191000,20000,191000,0,34.79
ザ・パークハビオSOHO大手町,東京都千代田区内神田１,9階,1LDK,317000,30000,317000,317000,50.63
アーバンプレミア秋葉原,東京都千代田区外神田６,5階,1K,138000,10000,138000,0,27.34
アーバンプレミア秋葉原,東京都千代田区外神田６,11階,1K,143000,10000,143000,0,30.43
コンフォリア二番町,東京都千代田区二番町,6階,ワンルーム,164000,10000,164000,0,36.54
コンフォリア二番町,東京都千代田区二番町,7階,ワンルーム,164000,10000,164000,0,36.54
コンフォリア二番町,東京都千代田区二番町,7階,ワンルーム,166000,10000,166000,0,36.54
コンフォリア二番町,東京都千代田区二番町,11階,ワンルーム,167000,10000,167000,0,36.54
コンフォリア二番町,東京都千代田区二番町,7階,ワンルーム,169000,10000,169000,0,36.54
コンフォリア二番町,東京都千代田区二番町,6階,ワンルーム,169000,10000,169000,0,36.54
コンフォリア二番町,東京都千代田区二番町,11階,ワンルーム,172000,10000,172000,0,36.54
コンフォリア二番町,東京都千代田区二番町,5階,1LDK,206000,10000,206000,0,42.9
ガラ・グランディ大手町,東京都千代田区神田錦町１,9階,1K,93000,6000,0,93000,23.79
ガラ・グランディ大手町,東京都千代田区神田錦町１,4階,1K,99000,7000,99000,198000,23.24
ガラ・グランディ大手町,東京都千代田区神田錦町１,8階,1K,99000,7000,99000,198000,23.24
ガラ・グランディ大手町,東京都千代田区神田錦町１,8階,1K,99000,9000,99000,198000,23.24
東京パークタワー,東京都千代田区神田神保町１,18階,1LDK,330000,0,660000,330000,65.92
ＪＲ総武線 浅草橋駅 9階建 築27年,東京都千代田区東神田３,5階,1DK,99000,6000,99000,99000,29.33
パレステュディオ神田神保町,東京都千代田区神田神保町２,8階,1K,89000,8500,0,178000,22.87
パレステュディオ神田神保町,東京都千代田区神田神保町２,10階,1K,100000,12000,0,100000,22.77
パレステュディオ神田神保町,東京都千代田区神田神保町２,5階,1K,105000,10000,0,105000,22.77
パレステュディオ神田神保町,東京都千代田区神田神保町２,5階,1K,99000,18000,0,99000,23.01
パレステュディオ神田神保町,東京都千代田区神田神保町２,2階,1K,117000,10500,0,117000,22.77
パレステュディオ神田神保町,東京都千代田区神田神保町２,2階,1K,117000,11000,0,117000,22.77
パレステュディオ神田神保町,東京都千代田区神田神保町２,4階,1K,118000,10500,0,118000,22.77
パレステュディオ神田神保町,東京都千代田区神田神保町２,6階,1K,119000,10500,0,119000,23.01
パレステュディオ神田神保町,東京都千代田区神田神保町２,6階,1K,119000,11000,0,119000,23.01
パトリア九段下,東京都千代田区九段北１,5階,1K,105000,10000,105000,0,25.02
パトリア九段下,東京都千代田区九段北１,7階,1K,107000,10000,107000,0,23.97
パトリア九段下,東京都千代田区九段北１,13階,1K,114000,10000,114000,0,25.02
ガラ・ステージ神田神保町,東京都千代田区西神田２,6階,1K,94000,9000,94000,188000,22.72
東京メトロ銀座線 神田駅 13階建 築2年,東京都千代田区神田小川町１,8階,1DK,149000,15000,149000,0,25.52
東京メトロ銀座線 神田駅 13階建 築2年,東京都千代田区神田小川町１,5階,1DK,150000,15000,150000,0,25.52
東京メトロ銀座線 神田駅 13階建 築2年,東京都千代田区神田小川町１,9階,1DK,150000,15000,150000,0,25.52
東京メトロ銀座線 神田駅 13階建 築2年,東京都千代田区神田小川町１,8階,1LDK,186000,15000,186000,0,31.96
東京メトロ銀座線 神田駅 13階建 築2年,東京都千代田区神田小川町１,3階,1LDK,195000,15000,195000,0,33.16
Creare麹町,東京都千代田区麹町２,8階,ワンルーム,172000,10000,172000,172000,42.82
Creare麹町,東京都千代田区麹町２,3階,ワンルーム,174000,10000,174000,174000,45.77
Creare麹町,東京都千代田区麹町２,3階,ワンルーム,174000,15000,174000,174000,45.77
Creare麹町,東京都千代田区麹町２,6階,ワンルーム,185000,15000,185000,185000,46.89
アーバンクリスタル九段下,東京都千代田区神田神保町３,10階,ワンルーム,134000,10000,134000,134000,35.69
アーバンクリスタル九段下,東京都千代田区神田神保町３,4階,ワンルーム,143000,10500,0,143000,35.69
アーバンクリスタル九段下,東京都千代田区神田神保町３,4階,ワンルーム,143000,11000,0,143000,35.69
レジディア神田岩本町,東京都千代田区岩本町２,2階,ワンルーム,80000,10000,80000,80000,22.71
レジディア神田岩本町,東京都千代田区岩本町２,4階,ワンルーム,82000,10000,82000,82000,22.71
レジディア神田岩本町,東京都千代田区岩本町２,4階,ワンルーム,90000,10000,90000,90000,22.71
レジディア神田岩本町,東京都千代田区岩本町２,12階,2LDK,250000,15000,250000,250000,55.08
SKビル,東京都千代田区神田神保町１,4階,1LDK,180000,10000,180000,180000,59.5
ガラ・ステーション岩本町south,東京都千代田区岩本町３,5階,1K,89000,9000,89000,178000,22.68
ガラ・ステーション岩本町south,東京都千代田区岩本町３,10階,1K,90000,10000,0,90000,22.68
エミネンス平河町,東京都千代田区平河町２,5階,1K,176000,12000,176000,176000,45.85
プラウドフラット外神田,東京都千代田区外神田２,10階,1K,135000,8000,135000,0,25.12
東京メトロ有楽町線 麹町駅 15階建 築18年,東京都千代田区二番町,6階,1LDK,208000,10000,208000,0,42.9
アルス市ヶ谷,東京都千代田区九段南４,6階,ワンルーム,80000,5000,80000,80000,24.2
サンハイツ九段,東京都千代田区飯田橋１,9階,ワンルーム,95000,5000,190000,0,29.88
グランフォース九段,東京都千代田区九段南２,4階,ワンルーム,90000,8000,90000,90000,23.38
グランフォース九段,東京都千代田区九段南２,2階,1K,90000,8000,90000,90000,22.58
ＪＲ総武線 御茶ノ水駅 12階建 築44年,東京都千代田区神田小川町３,2階,1K,62000,5000,62000,62000,14.84
ＪＲ総武線 御茶ノ水駅 12階建 築44年,東京都千代田区神田小川町３,4階,1K,63000,6000,63000,63000,14.84
隼町戸建,東京都千代田区隼町,B1-2階,5LDK,1050000,50000,2100000,1050000,192.26
隼町戸建,東京都千代田区隼町,B1-2階,5SLDK,1200000,0,2400000,1200000,192.94
都営新宿線 市ケ谷駅 10階建 築21年,東京都千代田区九段南２,5階,1K,99000,8000,99000,0,22.71
メゾン・ド・ヴィレ東神田,東京都千代田区東神田１,3階,ワンルーム,94000,10000,0,0,26.73
メゾン・ド・ヴィレ東神田,東京都千代田区東神田１,5階,1K,109000,12000,109000,0,37.12
メゾン・ド・ヴィレ東神田,東京都千代田区東神田１,5階,1K,114000,10000,114000,57000,37.12
リバーレ九段南,東京都千代田区九段南３,4階,1DK,122000,5000,122000,0,29.05
リバーレ九段南,東京都千代田区九段南３,3階,1LDK,148000,5000,148000,148000,35.01
九段アビタシオン,東京都千代田区神田神保町３,3階,ワンルーム,77000,5000,0,0,15.03
九段アビタシオン,東京都千代田区神田神保町３,6階,ワンルーム,89000,6000,89000,89000,21.71
レジディア神田東,東京都千代田区岩本町１,3階,ワンルーム,127000,10000,127000,127000,30.13
東京メトロ丸ノ内線 大手町駅 16階建 築2年,東京都千代田区内神田１,6階,1K,145000,10000,145000,145000,28.44
東京メトロ丸ノ内線 大手町駅 16階建 築2年,東京都千代田区内神田１,6階,1K,160000,10000,160000,160000,28.44
東京メトロ丸ノ内線 大手町駅 16階建 築2年,東京都千代田区内神田１,3階,2LDK,450000,27000,450000,450000,56.7
東京メトロ丸ノ内線 大手町駅 16階建 築2年,東京都千代田区内神田１,16階,3LDK,690000,0,690000,690000,71.78
東京メトロ丸ノ内線 大手町駅 16階建 築2年,東京都千代田区内神田１,16階,3LDK,690000,32040,690000,690000,71.78
KOUSOU秋葉原,東京都千代田区外神田３,4階,ワンルーム,115000,10000,115000,0,21.04
KOUSOU秋葉原,東京都千代田区外神田３,1階,ワンルーム,115000,10000,115000,0,20.78
KOUSOU秋葉原,東京都千代田区外神田３,1階,ワンルーム,115000,10000,115000,0,18.55
KOUSOU秋葉原,東京都千代田区外神田３,2階,ワンルーム,116000,10000,116000,0,21.04
KOUSOU秋葉原,東京都千代田区外神田３,2階,ワンルーム,116000,10000,116000,0,20.78
KOUSOU秋葉原,東京都千代田区外神田３,3階,ワンルーム,116000,10000,116000,0,21.04
KOUSOU秋葉原,東京都千代田区外神田３,5階,ワンルーム,120000,10000,120000,0,20.33
KOUSOU秋葉原,東京都千代田区外神田３,4階,2DK,185000,10000,185000,0,40.37
KOUSOU秋葉原,東京都千代田区外神田３,B1階,ワンルーム,113000,10000,113000,0,18.55
ライオンズマンション九段第2,東京都千代田区九段南３,2階,ワンルーム,65000,0,65000,65000,17.37
ライオンズマンション九段第2,東京都千代田区九段南３,5階,ワンルーム,65000,5000,65000,0,17.56
ライオンズマンション九段第2,東京都千代田区九段南３,2階,1K,68000,4800,68000,68000,18.43
ライオンズマンション九段第2,東京都千代田区九段南３,3階,ワンルーム,72000,6000,0,0,17.56
ライオンズマンション九段第2,東京都千代田区九段南３,3階,ワンルーム,70000,9000,0,0,17.37
ライオンズマンション九段第2,東京都千代田区九段南３,6階,ワンルーム,86000,10000,0,0,24.55
東京メトロ有楽町線 市ケ谷駅 12階建 築21年,東京都千代田区九段南２,4階,1K,90000,8000,90000,90000,23.38
ＪＲ中央線 飯田橋駅 38階建 築15年,東京都千代田区富士見２,36階,3SLDK,590000,0,590000,590000,83.84
ＪＲ中央線 御茶ノ水駅 8階建 築41年,東京都千代田区外神田２,5階,ワンルーム,104000,6000,104000,0,22.88
ＪＲ山手線 御徒町駅 11階建 築19年,東京都千代田区外神田６,3階,1K,84000,9000,84000,84000,22.55
ＪＲ山手線 御徒町駅 11階建 築19年,東京都千代田区外神田６,3階,ワンルーム,84000,9000,84000,84000,22.55
ＪＲ中央線 飯田橋駅 地下2地上38階建 築15年,東京都千代田区富士見２,36階,3LDK,590000,0,590000,590000,83.84
ＪＲ中央線 飯田橋駅 地下2地上38階建 築15年,東京都千代田区富士見２,27階,1LDK,630000,20000,1260000,630000,85.08
スカイコート神田第3,東京都千代田区東神田１,5階,1K,89000,0,0,0,22.57
ザ・パークハウス麹町レジデンス,東京都千代田区麹町３,4階,1DK,198000,0,198000,198000,32.53
ザ・パークハウス麹町レジデンス,東京都千代田区麹町３,7階,1DK,225000,0,225000,225000,32.53
ザ・パークハウス麹町レジデンス,東京都千代田区麹町３,3階,1LDK,250000,10000,250000,250000,41.9
ザ・パークハウス麹町レジデンス,東京都千代田区麹町３,5階,1LDK,285000,0,285000,285000,41.9
ザ・パークハウス麹町レジデンス,東京都千代田区麹町３,8階,1LDK,305000,20000,610000,305000,51.75
ザ・パークハウス麹町レジデンス,東京都千代田区麹町３,11階,1LDK,310000,20000,310000,620000,51.75
ザ・パークハウス麹町レジデンス,東京都千代田区麹町３,12階,1LDK,315000,20000,630000,315000,51.75
ザ・パークハウス麹町レジデンス,東京都千代田区麹町３,14階,2LDK,350000,0,700000,350000,51.75
ザ・パークハウス麹町レジデンス,東京都千代田区麹町３,13階,1LDK,320000,30000,640000,320000,51.75
ザ・パークハウス麹町レジデンス,東京都千代田区麹町３,13階,1LDK,330000,30000,660000,330000,51.75
ザ・パークハウス麹町レジデンス,東京都千代田区麹町３,8階,3LDK,445000,20000,445000,445000,71.33
ザ・パークハウス麹町レジデンス,東京都千代田区麹町３,8階,3LDK,490000,20000,490000,490000,71.33
スカイコート九段下,東京都千代田区飯田橋２,3階,1K,88200,6800,88200,88200,23.0
スカイコート九段下,東京都千代田区飯田橋２,6階,1K,96800,8200,96800,96800,27.65
スカイコート九段下,東京都千代田区飯田橋２,2階,1K,100000,10500,0,100000,23.0
スカイコート九段下,東京都千代田区飯田橋２,6階,1K,100000,11000,0,100000,23.0
スカイコート九段下,東京都千代田区飯田橋２,2階,1K,107000,10500,0,107000,27.65
スカイコート九段下,東京都千代田区飯田橋２,2階,1K,107000,11000,0,107000,27.65
番町ロイヤルコート,東京都千代田区一番町,6階,ワンルーム,108000,10000,216000,108000,23.1
番町ロイヤルコート,東京都千代田区一番町,3階,ワンルーム,108000,12000,216000,108000,26.4
番町ロイヤルコート,東京都千代田区一番町,2階,ワンルーム,120000,14000,240000,120000,29.7
パレドール神田,東京都千代田区神田須田町２,8階,ワンルーム,83000,6000,83000,83000,18.93
プラウドタワー千代田富士見,東京都千代田区富士見２,23階,2LDK,398000,22000,796000,398000,65.6
ダイアパレス東神田II,東京都千代田区東神田３,5階,ワンルーム,99000,6000,99000,99000,29.33
ステージファースト神田,東京都千代田区岩本町２,6階,1K,87000,6000,87000,87000,25.39
ステージファースト神田,東京都千代田区岩本町２,8階,1K,89000,10000,89000,89000,25.39
ステージファースト神田,東京都千代田区岩本町２,9階,1K,97000,10000,0,145500,28.78
ステージファースト神田,東京都千代田区岩本町２,5階,1DK,157000,9000,157000,0,38.77
ダイヤモンドレジデンス西神田,東京都千代田区西神田２,3階,ワンルーム,68000,4000,68000,68000,13.24
ブリリア一番町,東京都千代田区一番町,6階,3LDK,500000,57000,1000000,500000,94.24
ラ・トゥール千代田,東京都千代田区西神田３,21階,ワンルーム,350000,0,700000,0,54.25
ラ・トゥール千代田,東京都千代田区西神田３,25階,1LDK,470000,0,940000,0,69.27
ラ・トゥール千代田,東京都千代田区西神田３,1階,2LDK,620000,0,1240000,0,93.7
ラ・トゥール千代田,東京都千代田区西神田３,32階,2LDK,640000,0,1280000,0,89.93
ラ・トゥール千代田,東京都千代田区西神田３,32階,3LDK,1560000,0,3120000,0,199.02
東京メトロ半蔵門線 半蔵門駅 9階建 築13年,東京都千代田区三番町,9階,3LDK,600000,0,600000,600000,138.19
ＪＲ山手線 神田駅 地下1地上12階建 築4年,東京都千代田区神田多町２,7階,1LDK,190000,12000,190000,0,37.91
東京メトロ有楽町線 永田町駅 16階建 築10年,東京都千代田区平河町２,12階,2LDK,420000,20000,420000,420000,74.4
パークハウス平河町,東京都千代田区平河町１,4階,1LDK,190000,10000,190000,190000,39.57
パークハウス平河町,東京都千代田区平河町１,2階,2LDK,280000,0,280000,560000,60.71
ＪＲ山手線 秋葉原駅 地下1地上21階建 築18年,東京都千代田区神田練塀町,6階,1LDK,175000,0,350000,175000,41.92
ＪＲ山手線 秋葉原駅 地下1地上21階建 築18年,東京都千代田区神田練塀町,6階,1LDK,175000,15000,350000,175000,41.92
ＪＲ山手線 秋葉原駅 地下1地上21階建 築18年,東京都千代田区神田練塀町,5階,1SLDK,200000,15000,200000,400000,50.7
ラクサ神田須田町,東京都千代田区神田須田町１,9階,1K,138000,14000,0,138000,27.44
ラクサ神田須田町,東京都千代田区神田須田町１,10階,2LDK,269000,19000,269000,269000,52.95
都営新宿線 市ケ谷駅 地下1地上12階建 築19年,東京都千代田区九段北４,6階,2SLDK,330000,0,330000,330000,70.79
ＤＵＡＲＥＳ麹町,東京都千代田区麹町５,5階,1K,138000,0,138000,138000,26.56
ＤＵＡＲＥＳ麹町,東京都千代田区麹町５,10階,2LDK,260000,15000,260000,260000,54.28
フェリス松本九段,東京都千代田区九段南３,5階,ワンルーム,71000,8000,71000,0,20.89
フェリス松本九段,東京都千代田区九段南３,4階,ワンルーム,73000,8000,73000,0,20.89
グランスイート六番町,東京都千代田区六番町,1階,2LDK,350000,0,700000,350000,72.34
ＪＲ山手線 秋葉原駅 13階建 築2年,東京都千代田区外神田５,2階,3LDK,400000,0,800000,400000,90.86
カーサフジマ,東京都千代田区九段北４,3階,3LDK,300000,27200,600000,300000,76.59
ＪＲ山手線 神田駅 13階建 築9年,東京都千代田区内神田２,4階,1K,130000,10000,0,130000,26.32
オープンレジデンシア千代田東神田,東京都千代田区東神田１,6階,1LDK,180000,10000,180000,180000,40.21
オープンレジデンシア千代田東神田,東京都千代田区東神田１,12階,2LDK,225000,15000,225000,225000,53.51
ザ・レジデンス平河町,東京都千代田区平河町２,11階,3LDK,485000,20000,970000,970000,84.85
鈴重東神田コート,東京都千代田区東神田１,4階,2LDK,182000,10000,364000,182000,61.98
鈴重東神田コート,東京都千代田区東神田１,10階,2LDK,187000,10000,374000,187000,61.98
鈴重東神田コート,東京都千代田区東神田１,4階,2LDK,200200,10000,364000,182000,61.98
レジディア水道橋,東京都千代田区神田三崎町３,4階,2LDK,300000,15000,300000,600000,57.96
ザ・パークハウスグラン三番町,東京都千代田区三番町,6階,2LDK,590000,30000,1180000,590000,89.37
ザ・パークハウスグラン三番町,東京都千代田区三番町,4階,2SLDK,650000,20000,1300000,650000,105.45
ザ・パークハウスグラン三番町,東京都千代田区三番町,9階,2SLDK,680000,0,1360000,680000,101.57
東京メトロ半蔵門線 半蔵門駅 地下1地上12階建 築19年,東京都千代田区麹町３,2階,1LDK,282000,15000,0,282000,59.39
東京メトロ半蔵門線 半蔵門駅 地下1地上12階建 築19年,東京都千代田区麹町３,4階,1LDK,283000,15000,0,0,59.39
東京メトロ半蔵門線 半蔵門駅 地下1地上12階建 築19年,東京都千代田区麹町３,6階,1LDK,285000,15000,0,0,62.24
東京メトロ半蔵門線 半蔵門駅 地下1地上12階建 築19年,東京都千代田区麹町３,2階,1LDK,295000,15000,0,0,59.39
東京メトロ半蔵門線 半蔵門駅 地下1地上12階建 築19年,東京都千代田区麹町３,11階,2LDK,315000,15000,0,0,59.39
東京メトロ半蔵門線 半蔵門駅 地下1地上12階建 築19年,東京都千代田区麹町３,12階,2LDK,325000,15000,0,0,59.39
ＪＲ中央線 神田駅 12階建 築3年,東京都千代田区神田多町２,10階,2LDK,379000,20000,0,379000,61.89
ＪＲ中央線 神田駅 12階建 築3年,東京都千代田区神田多町２,12階,2LDK,409000,20000,0,409000,61.89
東京メトロ有楽町線 麹町駅 地下2地上9階建 築2年,東京都千代田区麹町３,7階,2LDK,350000,0,700000,350000,55.68
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区神田須田町１,9階,1DK,177000,15000,177000,0,30.51
ＣＩＴＹ　ＳＰＩＲＥ　半蔵門,東京都千代田区麹町３,11階,1LDK,315000,15000,0,0,59.39
紀尾井町ガーデンタワー,東京都千代田区紀尾井町,22階,2LDK,650000,0,2600000,0,134.65
紀尾井町ガーデンタワー,東京都千代田区紀尾井町,21階,2LDK,650000,0,2600000,0,134.65
紀尾井町ガーデンタワー,東京都千代田区紀尾井町,24階,2LDK,700000,0,2800000,0,134.65
紀尾井町ガーデンタワー,東京都千代田区紀尾井町,21階,2LDK,700000,0,2800000,0,134.65
紀尾井町ガーデンタワー,東京都千代田区紀尾井町,22階,2LDK,700000,0,2800000,0,134.65
紀尾井町ガーデンタワー,東京都千代田区紀尾井町,26階,3LDK,790000,0,3160000,0,151.96
フォルム六番町,東京都千代田区六番町,6階,2SLDK,415000,15000,415000,415000,83.24
フォルム六番町,東京都千代田区六番町,6階,2SLDK,435000,15000,435000,217500,83.24
Ｄ・Ｃ・Ｍ麹町,東京都千代田区麹町３,5階,2DK,240000,10000,480000,240000,51.83
ミレニアムガーデンコート,東京都千代田区二番町,8階,2LDK,410000,10000,820000,0,87.18
ミレニアムガーデンコート,東京都千代田区二番町,6階,1LDK,420000,0,420000,420000,73.76
ミレニアムガーデンコート,東京都千代田区二番町,11階,2LDK,540000,0,540000,540000,89.48
東京メトロ有楽町線 麹町駅 地下4地上17階建 築24年,東京都千代田区二番町,11階,2LDK,590000,0,590000,590000,89.48
ＪＲ山手線 神田駅 10階建 築9年,東京都千代田区鍛冶町２,10階,1DK,158000,0,158000,158000,30.1
ＳＹＦＯＲＭＥ　ＫＡＮＤＡ,東京都千代田区神田富山町,5階,1DK,116000,13000,0,116000,31.11
ＳＹＦＯＲＭＥ　ＫＡＮＤＡ,東京都千代田区神田富山町,5階,1LDK,186000,10000,0,186000,44.39
ＳＹＦＯＲＭＥ　ＫＡＮＤＡ,東京都千代田区神田富山町,5階,1LDK,186000,13000,0,186000,44.39
ウェリスタワー千代田岩本町,東京都千代田区岩本町１,2階,1LDK,150000,10000,150000,150000,31.72
ウェリスタワー千代田岩本町,東京都千代田区岩本町１,2階,1LDK,170000,10000,170000,170000,31.72
レオーネ秋葉原,東京都千代田区東神田３,4階,ワンルーム,121000,12000,121000,121000,25.57
パレステュディオ御茶ノ水駿河台参番館,東京都千代田区神田錦町３,8階,2LDK,300000,14900,300000,300000,89.39
リビオレゾン千代田岩本町ルジェンテ,東京都千代田区岩本町２,12階,ワンルーム,119000,6000,0,119000,25.03
リビオレゾン千代田岩本町ルジェンテ,東京都千代田区岩本町２,11階,1LDK,174000,13000,87000,174000,40.04
リビオレゾン千代田岩本町ルジェンテ,東京都千代田区岩本町２,11階,1LDK,175000,13000,87500,175000,40.04
東京メトロ東西線 九段下駅 地下1地上12階建 築26年,東京都千代田区神田神保町３,10階,1K,134000,10000,134000,134000,35.69
東京メトロ東西線 九段下駅 地下1地上12階建 築26年,東京都千代田区神田神保町３,9階,2LDK,225000,15000,225000,225000,55.97
フォーシーズンズグランデ一番町,東京都千代田区一番町,8階,2LDK,460000,45000,920000,460000,87.68
フォーシーズンズグランデ一番町,東京都千代田区一番町,8階,2LDK,460000,45000,920000,460000,83.55
ミュラーハウス,東京都千代田区一番町,7階,2LDK,525000,25000,525000,525000,75.27
ミュラーハウス,東京都千代田区一番町,5階,2LDK,525000,25000,525000,525000,75.27
ＣＯＮＯＥ一番町,東京都千代田区一番町,9階,1LDK,230000,0,460000,230000,40.65
サンビューハイツ四番町,東京都千代田区四番町,3階,3LDK,350000,0,700000,350000,71.75
カーサ麹町　３０１,東京都千代田区麹町３,3階,1LDK,141000,6000,141000,0,31.88
ＧＲＥＥＮ　ＰＡＲＫ千代田淡路町,東京都千代田区神田多町２,2階,1LDK,183000,10000,366000,183000,40.01
東京メトロ千代田線 新御茶ノ水駅 7階建 新築,東京都千代田区神田駿河台３,5階,1LDK,186000,0,186000,372000,44.05
東京メトロ千代田線 新御茶ノ水駅 7階建 新築,東京都千代田区神田駿河台３,6階,1LDK,188000,0,188000,376000,44.05
東京メトロ千代田線 新御茶ノ水駅 7階建 新築,東京都千代田区神田駿河台３,7階,1LDK,191000,0,191000,382000,44.05
東京メトロ千代田線 新御茶ノ水駅 7階建 新築,東京都千代田区神田駿河台３,5階,1LDK,191000,0,191000,382000,44.02
東京メトロ千代田線 新御茶ノ水駅 7階建 新築,東京都千代田区神田駿河台３,6階,1LDK,193000,0,193000,386000,44.02
東京メトロ半蔵門線 大手町駅 9階建 築9年,東京都千代田区神田錦町２,9階,1K,114000,8000,114000,114000,25.99
東京メトロ半蔵門線 大手町駅 9階建 築9年,東京都千代田区神田錦町２,2階,1DK,135000,15000,0,135000,31.86
ミテッツァ千代田三崎町,東京都千代田区神田三崎町３,7階,1DK,155000,10000,155000,155000,37.95
ミテッツァ千代田三崎町,東京都千代田区神田三崎町３,9階,1LDK,160000,10000,160000,160000,40.56
ＪＲ中央線 水道橋駅 12階建 築13年,東京都千代田区神田三崎町３,7階,1LDK,155000,10000,155000,155000,37.95
ＪＲ中央線 水道橋駅 12階建 築13年,東京都千代田区神田三崎町３,9階,1LDK,160000,10000,160000,160000,40.09
チェスターハウス九段下,東京都千代田区飯田橋２,4階,1LDK,175000,8000,175000,175000,44.57
パークルール神田司町ロンド,東京都千代田区神田司町２,9階,1LDK,172000,10000,172000,172000,33.77
パークルール神田司町ロンド,東京都千代田区神田司町２,5階,2LDK,248000,20000,0,0,44.98
パークルール神田司町ロンド,東京都千代田区神田司町２,5階,2LDK,252000,20000,252000,0,44.98
ザ・パークワンズ千代田佐久間町,東京都千代田区神田佐久間町４,3階,1LDK,144000,15000,144000,144000,35.53
ザ・パークワンズ千代田佐久間町,東京都千代田区神田佐久間町４,6階,1LDK,163000,0,163000,163000,35.53
東京メトロ日比谷線 秋葉原駅 14階建 築7年,東京都千代田区神田佐久間町３,9階,1LDK,162000,10000,162000,162000,40.5
東京メトロ日比谷線 秋葉原駅 14階建 築7年,東京都千代田区神田佐久間町３,10階,1LDK,178000,10000,178000,178000,47.85
グルックハイム紀尾井町,東京都千代田区紀尾井町,3階,1LDK,192000,10000,192000,384000,45.43
グルックハイム紀尾井町,東京都千代田区紀尾井町,6階,1LDK,235000,10000,235000,235000,55.0
グルックハイム紀尾井町,東京都千代田区紀尾井町,4階,1LDK,238000,10000,238000,476000,55.0
外神田フジハイツ,東京都千代田区外神田６,2階,2LDK,175000,0,175000,175000,52.81
東京メトロ有楽町線 麹町駅 8階建 築44年,東京都千代田区麹町２,3階,2LDK,180000,0,180000,180000,51.18
正栄ビル,東京都千代田区東神田３,4階,2DK,115000,0,115000,115000,38.04
正栄ビル,東京都千代田区東神田３,3階,2DK,125000,0,125000,125000,40.05
パレロワイヤル六番町,東京都千代田区六番町,4階,2LDK,280000,30000,560000,280000,67.26
ザ・パークハウス千代田麹町,東京都千代田区麹町６,9階,1LDK,290000,0,290000,290000,52.87
パークコート三番町ヒルトップレジデンス,東京都千代田区三番町,8階,1LDK,298000,20000,298000,596000,57.32
パークコート三番町ヒルトップレジデンス,東京都千代田区三番町,17階,2LDK,670000,0,1340000,670000,95.91
ＪＲ山手線 神田駅 12階建 築2年,東京都千代田区神田佐久間町４,2階,1LDK,150000,9000,150000,150000,35.44
ＪＲ山手線 神田駅 12階建 築2年,東京都千代田区神田佐久間町４,12階,1LDK,176000,10000,176000,176000,41.32
東京メトロ銀座線 末広町駅 14階建 築5年,東京都千代田区外神田４,3階,1LDK,188000,10000,188000,188000,42.68
R79番館大手町,東京都千代田区内神田２,2階,1K,115000,7000,115000,0,23.57
R79番館大手町,東京都千代田区内神田２,4階,1LDK,194000,10000,194000,0,40.17
飯田橋セントラルプラザ,東京都千代田区飯田橋４,6階,3DK,230000,10000,460000,230000,61.42
飯田橋セントラルプラザ,東京都千代田区飯田橋４,13階,3DK,250000,10000,250000,250000,61.42
ＪＲ総武線 浅草橋駅 7階建 築43年,東京都千代田区東神田３,5階,2DK,150000,0,300000,150000,43.0
ＪＲ総武線 浅草橋駅 7階建 築43年,東京都千代田区東神田３,3階,2LDK,195000,0,390000,195000,53.0
プレシス東神田,東京都千代田区東神田１,5階,1LDK,145000,13000,145000,145000,39.79
プレシス東神田,東京都千代田区東神田１,6階,1LDK,160000,0,160000,160000,40.3
プルデンシャルタワーレジデンス,東京都千代田区永田町２,31階,1LDK,419000,20000,1257000,0,74.26
プルデンシャルタワーレジデンス,東京都千代田区永田町２,32階,1LDK,420000,20000,1260000,0,74.26
プルデンシャルタワーレジデンス,東京都千代田区永田町２,33階,1LDK,422000,20000,1266000,0,71.49
